claim_id,paper_key,kind,label,line_start,next_line_start,n_deps,deps,n_unresolved_refs,unresolved_refs,region_chars,used_by_count,deps_str,unresolved_refs_str
GLC2:remark:auto0211@L17361,GLC2,remark,,17361,17476.0,3,"['GLC2:proposition:p:Hecke crit Loc', 'GLC2:remark:r:unital for KL Op', 'GLC2:theorem:t:Hecke crit Loc']",10,"['e:Loc Op added', 'e:Loc Op added 0', 'e:Loc Op added 1', 'e:Loc Op added 2', 'e:pre-Loc Op added 1', 'e:unital for KL Op', 'ss:loc act param', 'sss:conv non-unital', 'sss:local actions', 'sss:strictly unital']",4769,0,GLC2:proposition:p:Hecke crit Loc;GLC2:remark:r:unital for KL Op;GLC2:theorem:t:Hecke crit Loc,e:Loc Op added;e:Loc Op added 0;e:Loc Op added 1;e:Loc Op added 2;e:pre-Loc Op added 1;e:unital for KL Op;ss:loc act param;sss:conv non-unital;sss:local actions;sss:strictly unital
GLC2:corollary:c:Hecke crit Loc,GLC2,corollary,c:Hecke crit Loc,17476,17505.0,2,"['GLC2:corollary:c:get rid of parameters', 'GLC2:proposition:p:Hecke crit Loc']",2,"['e:forget untl Rep', 'sss:local actions params']",1222,0,GLC2:corollary:c:get rid of parameters;GLC2:proposition:p:Hecke crit Loc,e:forget untl Rep;sss:local actions params
GLC2:corollary:c:Hecke crit Loc bis,GLC2,corollary,c:Hecke crit Loc bis,17505,17526.0,0,[],0,[],726,1,,
GLC2:corollary:c:Hecke crit Loc bis bis,GLC2,corollary,c:Hecke crit Loc bis bis,17526,17542.0,0,[],0,[],392,0,,
GLC2:corollary:c:Hecke crit Loc ult,GLC2,corollary,c:Hecke crit Loc ult,17542,17596.0,4,"['GLC2:corollary:c:Hecke crit Loc bis', 'GLC2:proposition:p:Op duality mon-free Opers', 'GLC2:proposition:p:Ups mon-free Op', 'GLC2:theorem:t:critical FLE']",0,[],2511,2,GLC2:corollary:c:Hecke crit Loc bis;GLC2:proposition:p:Op duality mon-free Opers;GLC2:proposition:p:Ups mon-free Op;GLC2:theorem:t:critical FLE,
GLC2:remark:auto0216@L17596,GLC2,remark,,17596,17676.0,2,"['GLC2:remark:r:indep com', 'GLC2:theorem:t:Hecke crit Loc']",2,"['sss:R glob acting', 'sss:chiral algebras']",3072,0,GLC2:remark:r:indep com;GLC2:theorem:t:Hecke crit Loc,sss:R glob acting;sss:chiral algebras
GLC2:lemma:l:approx mod,GLC2,lemma,l:approx mod,17676,17848.0,2,"['GLC2:lemma:l:fact hom R', 'GLC2:lemma:l:mixed with poles']",9,"['e:Loc Y', 'e:Loc Y 1', 'e:Loc Y 1.5', 'e:Loc Y 1.75', 'e:R to R glob', 'e:ev Y x', 'ss:base change mf', 'sss:almost unital', 'sss:modified vacuum']",7600,2,GLC2:lemma:l:fact hom R;GLC2:lemma:l:mixed with poles,e:Loc Y;e:Loc Y 1;e:Loc Y 1.5;e:Loc Y 1.75;e:R to R glob;e:ev Y x;ss:base change mf;sss:almost unital;sss:modified vacuum
GLC2:remark:r:indep com,GLC2,remark,r:indep com,17848,17924.0,1,['GLC2:theorem:t:ins vac reg'],4,"['e:Loc Y 1.5', 'e:Loc Y 2', 'e:fact hom of com univ', 'ss:indep']",3378,2,GLC2:theorem:t:ins vac reg,e:Loc Y 1.5;e:Loc Y 2;e:fact hom of com univ;ss:indep
GLC2:lemma:l:base change poles at x,GLC2,lemma,l:base change poles at x,17924,18190.0,1,['GLC2:lemma:l:mixed with poles'],19,"['e:Hecke property Y', 'e:Hecke property Y 1', 'e:Hecke property Y 2', 'e:KM IndCoh on opers with poles', 'e:Loc Y 1.5', 'e:Loc Y 4', 'e:R at x', 'e:ins Hecke', 'e:ins Hecke 1', 'ss:base change mf', 'ss:mer alg acting', 'sss:Hecke property Y LHS 1', 'sss:Hecke property Y LHS 2', 'sss:Hecke property Y LHS 4', 'sss:Loc Op Y', 'sss:almost unital', 'sss:constr action of glob 1', 'sss:constr action of glob 5', 'sss:pointwise monoidal on Ran']",10518,3,GLC2:lemma:l:mixed with poles,e:Hecke property Y;e:Hecke property Y 1;e:Hecke property Y 2;e:KM IndCoh on opers with poles;e:Loc Y 1.5;e:Loc Y 4;e:R at x;e:ins Hecke;e:ins Hecke 1;ss:base change mf;ss:mer alg acting;sss:Hecke property Y LHS 1;sss:Hecke property Y LHS 2;sss:Hecke property Y LHS 4;sss:Loc Op Y;sss:almost unital;sss:constr action of glob 1;sss:constr action of glob 5;sss:pointwise monoidal on Ran
GLC2:remark:auto0220@L18190,GLC2,remark,,18190,18389.0,4,"['GLC2:lemma:l:Rep G act on KM', 'GLC2:lemma:l:approx mod', 'GLC2:lemma:l:base change poles at x', 'GLC2:theorem:t:ins vac reg']",11,"['e:Hecke property Y 2', 'e:Hecke property Y 3', 'e:LS restr to disc', 'e:Loc Y 4', 'e:Loc Y 4 again', 'l:tensor poles at x', 'ss:verify local Hecke', 'sss:Loc Op Y', 'sss:Y mer to reg', 'sss:mer alg acting end', 'sss:pr Op big']",8273,0,GLC2:lemma:l:Rep G act on KM;GLC2:lemma:l:approx mod;GLC2:lemma:l:base change poles at x;GLC2:theorem:t:ins vac reg,e:Hecke property Y 2;e:Hecke property Y 3;e:LS restr to disc;e:Loc Y 4;e:Loc Y 4 again;l:tensor poles at x;ss:verify local Hecke;sss:Loc Op Y;sss:Y mer to reg;sss:mer alg acting end;sss:pr Op big
GLC2:lemma:l:base change poles at x better,GLC2,lemma,l:base change poles at x better,18389,18717.0,4,"['GLC2:lemma:l:base change poles at x', 'GLC2:lemma:l:iota Y mer to reg restr', 'GLC2:lemma:l:unital restr categ univ', 'GLC2:theorem:t:ins vac reg']",16,"['e:Ups mf reg', 'e:ins vac reg mf IndCoh', 'e:reg to mf fact !', 'e:reg to mf fact ! module', 'e:reg to mf fact ! module comparison', 'e:reg to mf fact ! module pre comparison', 'e:reg to mf fact *', 'e:reg to mf fact * module', 'e:reg to mf fact * module comparison', 'e:reg to mf fact * module pre comparison', 'sss:Op is a torsor', 'sss:indCoh mf reg Ran x', 'sss:ins vac reg pt', 'sss:unital restr categ', 'sss:univ property restr cat', 'sss:vac fact mod cat']",14698,0,GLC2:lemma:l:base change poles at x;GLC2:lemma:l:iota Y mer to reg restr;GLC2:lemma:l:unital restr categ univ;GLC2:theorem:t:ins vac reg,e:Ups mf reg;e:ins vac reg mf IndCoh;e:reg to mf fact !;e:reg to mf fact ! module;e:reg to mf fact ! module comparison;e:reg to mf fact ! module pre comparison;e:reg to mf fact *;e:reg to mf fact * module;e:reg to mf fact * module comparison;e:reg to mf fact * module pre comparison;sss:Op is a torsor;sss:indCoh mf reg Ran x;sss:ins vac reg pt;sss:unital restr categ;sss:univ property restr cat;sss:vac fact mod cat
GLC2:lemma:l:reg to mf fact module comparison,GLC2,lemma,l:reg to mf fact module comparison,18717,18930.0,1,['GLC2:lemma:l:fact res crit'],12,"['e:coact mm->reg on', 'e:reg to mf fact ! module comparison', 'e:reg to mf fact *', 'e:reg to mf fact * module comparison', 'e:reg to mf fact * module pre comparison', 's:device', 'ss:z on KL', 'sss:coact mm->reg on', 'sss:counit right-lax', 'sss:restr pairs', 'sss:unital restr categ pairs', 'sss:unitality loc']",8079,1,GLC2:lemma:l:fact res crit,e:coact mm->reg on;e:reg to mf fact ! module comparison;e:reg to mf fact *;e:reg to mf fact * module comparison;e:reg to mf fact * module pre comparison;s:device;ss:z on KL;sss:coact mm->reg on;sss:counit right-lax;sss:restr pairs;sss:unital restr categ pairs;sss:unitality loc
GLC2:lemma:l:action is strictly unital,GLC2,lemma,l:action is strictly unital,18930,19086.0,1,['GLC2:theorem:t:ins vac reg'],11,"['e:act IndCoh on Res', 'e:act IndCoh on Res again', 'e:action is strictly unital 1', 'e:action is strictly unital 2', 'e:action is strictly unital 3', 'e:action is strictly unital 4', 'e:action is strictly unital 5', 'e:from res taut', 'e:ins vac reg mf pre', 'sss:coact mm->reg on', 'sss:goal construct action']",8968,0,GLC2:theorem:t:ins vac reg,e:act IndCoh on Res;e:act IndCoh on Res again;e:action is strictly unital 1;e:action is strictly unital 2;e:action is strictly unital 3;e:action is strictly unital 4;e:action is strictly unital 5;e:from res taut;e:ins vac reg mf pre;sss:coact mm->reg on;sss:goal construct action
GLC2:proposition:p:ins vac reg mf pre QCoh,GLC2,proposition,p:ins vac reg mf pre QCoh,19086,19254.0,4,"['GLC2:lemma:l:approx mod', 'GLC2:lemma:l:base change poles at x', 'GLC2:lemma:l:fact res crit', 'GLC2:theorem:t:Poinc spec * vs !']",7,"['e:coeff Loc', 'e:ins vac reg mf pre', 'e:ins vac reg mf pre QCoh', 'e:ins vac reg mf pre QCoh 1', 'e:ins vac reg mf pre QCoh 2', 'e:ins vac reg mf pre QCoh 3', 'sss:Y for opers']",7075,0,GLC2:lemma:l:approx mod;GLC2:lemma:l:base change poles at x;GLC2:lemma:l:fact res crit;GLC2:theorem:t:Poinc spec * vs !,e:coeff Loc;e:ins vac reg mf pre;e:ins vac reg mf pre QCoh;e:ins vac reg mf pre QCoh 1;e:ins vac reg mf pre QCoh 2;e:ins vac reg mf pre QCoh 3;sss:Y for opers
GLC2:lemma:l:local to global Op ^! on !,GLC2,lemma,l:local to global Op ^! on !,19254,19356.0,0,[],3,"['e:local to global Op ^! on !', 'sss:BeckChev placid ind', 'sss:Op is a torsor']",3387,1,,e:local to global Op ^! on !;sss:BeckChev placid ind;sss:Op is a torsor
GLC2:corollary:c:local to global Op _* on *,GLC2,corollary,c:local to global Op _* on *,19356,19398.0,0,[],4,"['e:IndCoh* vs QCohco on mer', 'e:local to global Op _* on *', 'sss:Psi for IndCoh* indsch', 'sss:functoriality of QCohco']",1568,0,,e:IndCoh* vs QCohco on mer;e:local to global Op _* on *;sss:Psi for IndCoh* indsch;sss:functoriality of QCohco
GLC2:lemma:l:IndCoh* vs QCohco on mer adj,GLC2,lemma,l:IndCoh* vs QCohco on mer adj,19398,19452.0,0,[],3,"['e:IndCoh* vs QCohco on mer', 'e:IndCoh* vs QCohco on mer adj', 'sss:Theta op mer']",1688,2,,e:IndCoh* vs QCohco on mer;e:IndCoh* vs QCohco on mer adj;sss:Theta op mer
GLC2:proposition:p:ev and duality,GLC2,proposition,p:ev and duality,19452,19585.0,1,['GLC2:lemma:l:IndCoh* vs QCohco on mer adj'],4,"['e:cart diag L Op', 'sss:BeckChev placid ind', 'sss:lattice notation', 'sss:omega fake mer']",5475,1,GLC2:lemma:l:IndCoh* vs QCohco on mer adj,e:cart diag L Op;sss:BeckChev placid ind;sss:lattice notation;sss:omega fake mer
GLC2:lemma:l:local to global Op ^! on ! mf,GLC2,lemma,l:local to global Op ^! on ! mf,19585,19623.0,2,"['GLC2:lemma:l:local to global Op ^! on !', 'GLC2:proposition:p:mon-free to all']",4,"['e:ev and iota', 'e:loc vs global mf opers Z', 'e:local to global Op ^! on ! mf', 'sss:BeckChev placid ind']",1274,0,GLC2:lemma:l:local to global Op ^! on !;GLC2:proposition:p:mon-free to all,e:ev and iota;e:loc vs global mf opers Z;e:local to global Op ^! on ! mf;sss:BeckChev placid ind
GLC2:corollary:c:local to global Op _* on * mf,GLC2,corollary,c:local to global Op _* on * mf,19623,19671.0,0,[],4,"['e:ev and iota 1', 'e:loc vs global mf opers Z', 'e:local to global Op _* on * mf', 'sss:BeckChev placid ind']",1704,0,,e:ev and iota 1;e:loc vs global mf opers Z;e:local to global Op _* on * mf;sss:BeckChev placid ind
GLC2:lemma:l:ev and iota,GLC2,lemma,l:ev and iota,19671,19760.0,0,[],5,"['e:ev and iota 3', 'e:ev and lattice diag', 'sss:Op mon-free expl', 'sss:lattice notation', 'sss:omega fake mf']",2910,1,,e:ev and iota 3;e:ev and lattice diag;sss:Op mon-free expl;sss:lattice notation;sss:omega fake mf
GLC2:proposition:p:ev and duality mf,GLC2,proposition,p:ev and duality mf,19760,19919.0,2,"['GLC2:lemma:l:ev and iota', 'GLC2:proposition:p:ev and duality']",5,"['e:Poinc spec ! and *', 'e:ev and duality mf', 'sss:BeckChev placid ind', 'sss:local to global functor abs', 'sss:strictly unital']",6175,0,GLC2:lemma:l:ev and iota;GLC2:proposition:p:ev and duality,e:Poinc spec ! and *;e:ev and duality mf;sss:BeckChev placid ind;sss:local to global functor abs;sss:strictly unital
GLC2:theorem:t:Poinc spec * vs !,GLC2,theorem,t:Poinc spec * vs !,19919,19926.0,0,[],1,['sss:second line'],319,4,,sss:second line
GLC2:remark:auto0234@L19926,GLC2,remark,,19926,19954.0,1,['GLC2:theorem:t:Poinc spec * vs !'],0,[],1274,0,GLC2:theorem:t:Poinc spec * vs !,
GLC2:remark:auto0235@L19954,GLC2,remark,,19954,19992.0,0,[],2,"['sss:Hecke spec action Ran', 'sss:Sph spec tech']",1369,0,,sss:Hecke spec action Ran;sss:Sph spec tech
GLC2:lemma:l:Poinc intertwines Sph,GLC2,lemma,l:Poinc intertwines Sph,19992,19997.0,0,[],0,[],187,1,,
GLC2:remark:auto0237@L19997,GLC2,remark,,19997,20026.0,0,[],2,"['ss:Sph spec acts on mon-free', 'sss:temp spec']",1097,0,,ss:Sph spec acts on mon-free;sss:temp spec
GLC2:proposition:p:Poinc to QCoh,GLC2,proposition,p:Poinc to QCoh,20026,20062.0,2,"['GLC2:lemma:l:Poinc intertwines Sph', 'GLC2:proposition:p:opers is temp']",1,['sss:QCoh as temp'],1554,4,GLC2:lemma:l:Poinc intertwines Sph;GLC2:proposition:p:opers is temp,sss:QCoh as temp
GLC2:remark:auto0239@L20062,GLC2,remark,,20062,20158.0,3,"['GLC2:proposition:p:Poinc to QCoh', 'GLC2:theorem:t:Loc and coeff', 'GLC2:theorem:t:Poinc spec * vs !']",2,"['e:spec Poinc and Gamma', 'sss:strictly unital']",3903,0,GLC2:proposition:p:Poinc to QCoh;GLC2:theorem:t:Loc and coeff;GLC2:theorem:t:Poinc spec * vs !,e:spec Poinc and Gamma;sss:strictly unital
GLC2:theorem:t:spec Poinc and Gamma,GLC2,theorem,t:spec Poinc and Gamma,20158,20174.0,0,[],2,"['e:spec Poinc and Gamma pairing', 'sss:PGc pairing']",1117,2,,e:spec Poinc and Gamma pairing;sss:PGc pairing
GLC2:remark:auto0241@L20174,GLC2,remark,,20174,20200.0,3,"['GLC2:remark:r:simplify Loc and coeff', 'GLC2:theorem:t:Loc and coeff', 'GLC2:theorem:t:spec Poinc and Gamma']",1,['e:spec Poinc and Gamma pairing 1'],1366,0,GLC2:remark:r:simplify Loc and coeff;GLC2:theorem:t:Loc and coeff;GLC2:theorem:t:spec Poinc and Gamma,e:spec Poinc and Gamma pairing 1
GLC2:theorem:t:spec Poinc and Gamma vac,GLC2,theorem,t:spec Poinc and Gamma vac,20200,20385.0,3,"['GLC2:corollary:c:indep action from conv', 'GLC2:lemma:l:IndCoh* vs QCohco on mer adj', 'GLC2:proposition:p:global section modules']",8,"['e:Loc spec again', 'e:ev and iota 2', 'e:spec Poinc and Gamma 1', 'e:spec Poinc and Gamma 3', 'e:spec Poinc and Gamma 5', 'e:spec Poinc and Gamma 6', 'sss:action of conv', 'sss:conv non-unital']",8066,0,GLC2:corollary:c:indep action from conv;GLC2:lemma:l:IndCoh* vs QCohco on mer adj;GLC2:proposition:p:global section modules,e:Loc spec again;e:ev and iota 2;e:spec Poinc and Gamma 1;e:spec Poinc and Gamma 3;e:spec Poinc and Gamma 5;e:spec Poinc and Gamma 6;sss:action of conv;sss:conv non-unital
GLC2:proposition:p:L coarse Whit compat,GLC2,proposition,p:L coarse Whit compat,20385,20502.0,1,['GLC2:lemma:l:Vac coeff loc vs glob'],8,"['e:coeff comp L coarse Ran', 'e:coeff comp L coarse Ran vac', 'e:coeff comp L coarse Ran vac again', 'e:coeff comp L vac', 'sss:Sph spec action on LS', 'sss:Sph spec action x', 'sss:action of conv', 'sss:delta N']",4765,1,GLC2:lemma:l:Vac coeff loc vs glob,e:coeff comp L coarse Ran;e:coeff comp L coarse Ran vac;e:coeff comp L coarse Ran vac again;e:coeff comp L vac;sss:Sph spec action on LS;sss:Sph spec action x;sss:action of conv;sss:delta N
GLC2:lemma:l:Sph spec acts on QCoh,GLC2,lemma,l:Sph spec acts on QCoh,20502,20537.0,0,[],0,[],1185,1,,
GLC2:remark:auto0245@L20537,GLC2,remark,,20537,20556.0,1,['GLC2:remark:r:no Ran temp'],1,['sss:temp spec'],732,0,GLC2:remark:r:no Ran temp,sss:temp spec
GLC2:proposition:p:L coarse Sph compat,GLC2,proposition,p:L coarse Sph compat,20556,20665.0,3,"['GLC2:corollary:c:integrated actions', 'GLC2:corollary:c:unital vs non-unital Ran actions', 'GLC2:proposition:p:Ran vs indep']",3,"['e:coeff comp L coarse', 'e:coeff comp L coarse indep', 'e:coeff indep']",4905,1,GLC2:corollary:c:integrated actions;GLC2:corollary:c:unital vs non-unital Ran actions;GLC2:proposition:p:Ran vs indep,e:coeff comp L coarse;e:coeff comp L coarse indep;e:coeff indep
GLC2:theorem:t:true Langlands,GLC2,theorem,t:true Langlands,20665,20702.0,1,['GLC2:proposition:p:L coarse Whit compat'],0,[],1206,0,GLC2:proposition:p:L coarse Whit compat,
GLC2:corollary:c:L Whit compat,GLC2,corollary,c:L Whit compat,20702,20729.0,1,['GLC2:lemma:l:Sph spec acts on QCoh'],0,[],1005,0,GLC2:lemma:l:Sph spec acts on QCoh,
GLC2:proposition:p:L Sph compat,GLC2,proposition,p:L Sph compat,20729,20789.0,4,"['GLC2:corollary:c:indep action from conv', 'GLC2:corollary:c:integrated actions', 'GLC2:corollary:c:unital vs non-unital Ran actions', 'GLC2:proposition:p:L coarse Sph compat']",0,[],2445,1,GLC2:corollary:c:indep action from conv;GLC2:corollary:c:integrated actions;GLC2:corollary:c:unital vs non-unital Ran actions;GLC2:proposition:p:L coarse Sph compat,
GLC2:corollary:c:L Sph compat,GLC2,corollary,c:L Sph compat,20789,20838.0,1,['GLC2:proposition:p:L Sph compat'],0,[],1837,0,GLC2:proposition:p:L Sph compat,
GLC2:corollary:c:temp Langlands,GLC2,corollary,c:temp Langlands,20838,20866.0,1,['GLC2:proposition:p:Poinc to QCoh'],1,['sss:just Loc'],790,0,GLC2:proposition:p:Poinc to QCoh,sss:just Loc
GLC2:proposition:p:Loc is temp,GLC2,proposition,p:Loc is temp,20866,20886.0,2,"['GLC2:proposition:p:KL is temp', 'GLC2:proposition:p:Poinc to QCoh']",0,[],534,1,GLC2:proposition:p:KL is temp;GLC2:proposition:p:Poinc to QCoh,
GLC2:theorem:t:Langlands critical compat,GLC2,theorem,t:Langlands critical compat,20886,21150.0,5,"['GLC2:corollary:c:two pairings coarse', 'GLC2:proposition:p:Loc is temp', 'GLC2:proposition:p:Poinc to QCoh', 'GLC2:theorem:t:Loc and coeff', 'GLC2:theorem:t:spec Poinc and Gamma']",18,"['e:FCD side 1', 'e:FCD side 2', 'e:Langlands critical compat 1', 'e:Loc and coeff pairing 1', 'e:QCoh direct image', 'e:QCoh direct image preStk', 'e:coeff comp L coarse', 'e:fl G N', 'e:fl N', 'e:spec Poinc and Gamma pairing 1', 's:IndCoh inf type', 's:add unit colax', 's:chiral mods', 's:fact', 's:hor sect D sch', 's:indep', 's:spec Sph fact', 's:unit']",10450,0,GLC2:corollary:c:two pairings coarse;GLC2:proposition:p:Loc is temp;GLC2:proposition:p:Poinc to QCoh;GLC2:theorem:t:Loc and coeff;GLC2:theorem:t:spec Poinc and Gamma,e:FCD side 1;e:FCD side 2;e:Langlands critical compat 1;e:Loc and coeff pairing 1;e:QCoh direct image;e:QCoh direct image preStk;e:coeff comp L coarse;e:fl G N;e:fl N;e:spec Poinc and Gamma pairing 1;s:IndCoh inf type;s:add unit colax;s:chiral mods;s:fact;s:hor sect D sch;s:indep;s:spec Sph fact;s:unit
GLC2:remark:auto0254@L21150,GLC2,remark,,21150,21307.0,0,[],4,"['e:QCoh co as predual', 'e:QCohco expl', 'ss:QCoh co IndSch', 'sss:IndCoh *']",5835,0,,e:QCoh co as predual;e:QCohco expl;ss:QCoh co IndSch;sss:IndCoh *
GLC2:lemma:l:QCoh co base change,GLC2,lemma,l:QCoh co base change,21307,21347.0,0,[],3,"['e:QCoh co base change', 'e:QCohco expl', 'e:from QCoh co to QCoh']",1132,1,,e:QCoh co base change;e:QCohco expl;e:from QCoh co to QCoh
GLC2:theorem:t:alg stack QCoh co,GLC2,theorem,t:alg stack QCoh co,21347,21372.0,0,[],1,['e:from QCoh co to QCoh'],789,1,,e:from QCoh co to QCoh
GLC2:corollary:c:QCoh co alg stacks,GLC2,corollary,c:QCoh co alg stacks,21372,21449.0,1,['GLC2:theorem:t:alg stack QCoh co'],0,[],2173,1,GLC2:theorem:t:alg stack QCoh co,
GLC2:lemma:l:colimit t-structures,GLC2,lemma,l:colimit t-structures,21449,21491.0,0,[],0,[],1782,4,,
GLC2:remark:e:colimit coconn,GLC2,remark,e:colimit coconn,21491,21514.0,1,['GLC2:lemma:l:colimit t-structures'],0,[],611,1,GLC2:lemma:l:colimit t-structures,
GLC2:corollary:c:t-exact out of colimit,GLC2,corollary,c:t-exact out of colimit,21514,21548.0,1,['GLC2:lemma:l:colimit t-structures'],2,"['e:QCoh co IndSch', 'sss:t-structure colimit']",1005,3,GLC2:lemma:l:colimit t-structures,e:QCoh co IndSch;sss:t-structure colimit
GLC2:corollary:c:t-structure on QCoh co,GLC2,corollary,c:t-structure on QCoh co,21548,21571.0,1,['GLC2:corollary:c:t-exact out of colimit'],0,[],622,2,GLC2:corollary:c:t-exact out of colimit,
GLC2:corollary:c:dir im QCoh co t exact,GLC2,corollary,c:dir im QCoh co t exact,21571,21584.0,0,[],0,[],290,1,,
GLC2:corollary:c:inv im QCoh co t right exact,GLC2,corollary,c:inv im QCoh co t right exact,21584,21593.0,2,"['GLC2:corollary:c:t-exact out of colimit', 'GLC2:corollary:c:t-structure on QCoh co']",1,['sss:* pullback QCoh co'],334,0,GLC2:corollary:c:t-exact out of colimit;GLC2:corollary:c:t-structure on QCoh co,sss:* pullback QCoh co
GLC2:lemma:c:inv im QCoh co t exact,GLC2,lemma,c:inv im QCoh co t exact,21593,21634.0,0,[],2,"['e:QCoh co descent', 'sss:* pullback QCoh co']",1441,0,,e:QCoh co descent;sss:* pullback QCoh co
GLC2:proposition:p:QCoh co descent,GLC2,proposition,p:QCoh co descent,21634,21885.0,1,['GLC2:remark:e:colimit coconn'],5,"['e:BC indsch', 'e:IndCoh ! event coconn', 'e:QCoh co descent plus', 'e:compare Tot', 'e:usual fpqc']",9005,2,GLC2:remark:e:colimit coconn,e:BC indsch;e:IndCoh ! event coconn;e:QCoh co descent plus;e:compare Tot;e:usual fpqc
